Tiempo (s),Voltaje (V)
0.0134180000051856,-0.125046403642045
0.622731000006199,-0.0222171868663281
0.63327800000459,-0.102804347348865
0.642573000006378,0.16893555779825
0.655197000004351,-0.0102902871149126
0.664858000002801,0.0889930945995729
0.672135000005364,0.0180763933749404
0.67871400000155,-0.124724055000115
0.685853000000119,0.27917879333836
0.693140000000596,-0.101837301423075
0.699866000004113,-0.0924891908071004
0.707690000005066,0.127674931631191
0.714743000000715,-0.115698293026071
0.722609000004828,0.0735203597869258
0.72837800000608,-0.131171027838718
0.735673000000417,0.0941506728704553
0.742644000001252,-0.0737929695751518
0.749866000004113,-0.0911997962393798
0.75758900000155,-0.0496168214303907
0.763743000000715,-0.128269890061347
0.771096000000834,-0.0312429488403723
0.777144000001252,0.247266277787276
0.785130000002682,0.295296225434868
0.791537000000477,0.8452230085677
0.797799000002444,1.36710545985261
0.805218000002205,-0.0911997962393798
0.811944000005722,0.0254904121393338
0.81815300000459,-0.0215724895824678
0.824668000005186,0.174737833352992
0.83095000000298,0.157008658046834
0.838126000002027,0.103176434844499
0.845018000006676,-0.0102902871149126
0.850685000002384,-0.11440889845835
0.856848000004888,0.00228130992036313
0.862358000002801,0.0296809444844257
0.869021999999881,0.157975703972625
0.875893000006676,0.10382113212836
0.881316000007093,0.185052989894757
0.887452000007033,0.140246528666466
0.893062000006437,0.261449618032202
0.898604000002146,0.109945756325033
0.905208000004292,0.232115891616559
0.910973000004888,0.0470877711486537
0.917230000004172,-0.118599430803442
0.923407000005245,0.19214466001722
0.929415000006557,0.0445089820132125
0.935828000001609,0.163777979527367
0.941895000003278,0.0603040654677898
0.947212000004947,0.210518532607239
0.954006000004709,0.0657839923806023
0.959942000001669,0.0516006521356758
0.966726000003517,-0.0928115394490305
0.97373600000143,-0.00706680069561116
0.981337000004947,0.216643156803912
0.988231000006199,0.0886707459576428
0.994066000007093,0.0364502659649588
1.00008200000226,-0.0679906940204091
1.00619400000572,-0.0692800885881297
1.01276000000536,0.10478817805415
1.01992500000447,-0.0815293369814754
1.0261460000053,-0.120855871296953
1.03198600000143,0.0622381573193707
1.0380549999997,0.116715077805566
1.04423400000483,0.545438771572663
1.05073400000483,-0.0979691177199129
1.05736000000685,0.0490218630002346
1.06376099999994,0.271442425932037
1.07037700000405,-0.0644448589591775
1.07797700000554,0.154107520269463
1.08447100000083,0.12574083977961
1.09252000000328,0.487416016025236
1.09933900000155,0.210840881249169
1.10796100000292,0.385553845175309
1.11458300000429,0.102854086202569
1.12248500000685,0.0167869988072198
1.13018500000238,0.229537102481117
1.13752400000393,0.173770787427202
1.14429500000179,0.205683302978287
1.15191800000519,0.00034721806878224
1.15881700000167,0.411019387887791
1.1676630000025,0.396513699000934
1.17586800000072,-0.050261518714251
1.18371900000423,0.0593370195419993
1.19065700000525,0.203104513842845
1.19777800000459,0.12606318842154
1.20662900000066,0.194723449152661
1.21573900000006,-0.0824963829072658
1.2244110000059,-0.0821740342653356
1.23338400000334,0.0271021553489845
1.24276700000465,0.347839054069482
1.25196500000358,0.0428972388035618
1.26120600000024,0.0880260486737825
1.27039300000668,-0.0199607463728171
1.2799260000065,0.14894994199858
1.28936600000411,0.194078751868801
1.29825900000334,0.0767438462062273
1.30726900000125,0.0316150363360066
1.3158580000028,0.185697687178617
1.32513000000268,0.418755755294114
1.33354300000519,-0.0396240135305561
1.34277900000662,-0.115053595742211
1.3509299999997,0.152173428417882
1.36014500000328,-0.00738914933754131
1.36899000000209,0.0899601405253634
1.37714500000328,-0.0602543266140856
1.38656700000167,0.185697687178617
1.39517700000107,-0.122789963148534
1.40330700000376,0.397158396284794
1.41147800000012,0.175382530636853
1.41858400000632,0.19149996273336
1.42471300000697,0.180862457549665
1.43205700000376,0.0570805790484883
1.43955900000036,0.133799555827864
1.44684800000489,0.00034721806878224
1.4550360000059,-0.0924891908071004
1.46200700000674,0.145404106937349
1.47017000000179,0.587344095023582
1.47614500000328,0.658905493532075
1.48290300000459,0.741426745866193
1.4908960000053,-0.110218366113259
1.50056000000238,0.258548480254831
1.50974200000614,0.132832509902073
1.51848900000006,0.620546005142387
1.52631900000572,1.2665326835704
1.53543900000304,0.685015733528417
1.5450530000031,0.297230317286449
1.5542330000028,0.356542467401596
1.56255700000376,0.19053291680757
1.57175,1.37838766232016
1.58057900000364,2.28579908935353
1.59057800000161,0.23437233211007
1.5994830000028,0.875201432267204
1.60950700000674,0.0967294620058965
1.61899700000137,-0.0112573330407031
1.62841500000656,0.725631662411615
1.63825700000674,1.30489217196009
1.64580800000578,0.939993509295164
1.65452700000256,1.46671119020903
1.66196200000495,0.377172780485125
1.66971100000292,1.72265601190156
1.67693500000238,0.911949177447241
1.68429800000042,1.11116063816007
1.69067300000042,0.634084648103453
1.69721900000423,1.31972020948888
1.70379100000113,2.5388427732687
1.70967200000584,2.55076967302011
1.71656100000441,2.55399315943941
1.72318800000101,0.674055879702792
1.7303049999997,0.88809537794441
1.73710400000215,0.972228373488178
1.74277000000328,1.50378128403099
1.74877199999988,-0.096035025868332
1.75552900000662,1.36903955170419
1.7608960000053,0.298519711854169
1.76633300000429,2.14654447603971
1.77272200000286,1.59919648204232
1.77867400000244,1.2707232159155
1.78417900000513,0.160876841749996
1.79075,0.225991267419886
1.79738000000268,0.0870590027479921
1.80378500000387,0.297230317286449
1.81010500000417,-0.015447865385795
1.81609500000626,1.99987584396149
1.82286200000346,2.50209502808866
1.82943500000238,0.923231379914796
1.83566500000656,2.24937369281542
1.84199900000542,0.412308782455511
1.84776000000536,-0.00255391970858909
1.85442400000244,0.0445089820132125
1.86003000000119,0.786877904378343
1.86543400000036,0.440353114303434
1.87263900000602,0.832006714248564
1.87859800000489,1.92992618866265
1.88418800000101,2.36251806613291
1.89058200000227,2.56592005919083
1.89693500000238,1.4857297600829
1.90450400000066,0.570581965643214
1.9105360000059,2.54980262709432
1.91695300000161,2.08626527999877
1.92338400000334,0.459049335535383
1.92988000000268,1.76004845436546
1.93754399999976,2.57172233474557
1.94348900000006,2.51466662512394
1.94926400000602,1.56889570970088
1.95619700000435,0.404250066407258
1.96313300000131,0.51771678836667
1.97070900000632,1.27523609690252
1.9777160000056,2.11044142814353
1.98530600000173,0.508691026392626
1.99250700000674,0.603139178478159
1.99912200000137,0.620868353784317
2.00566800000519,0.0793226353416685
2.01262200000137,0.127674931631191
2.01889400000125,0.353641329624224
2.02509000000358,-0.0731482722912915
2.03234600000083,-0.0238289300759789
2.0387860000059,0.461628124670824
2.04485700000077,0.0509559548518155
2.05111600000411,0.284336371609243
2.05763300000131,-0.0902327503135893
2.06387600000203,0.146693501505069
2.0698030000031,0.471620932570659
2.07637600000203,0.927099563617958
2.08205800000578,-0.0322099947661627
2.08856400000304,-0.015447865385795
2.09433100000024,-0.0019092224247288
2.1001210000068,0.14830524471472
2.10661600000411,0.0561135331226978
2.1129430000037,-0.104093741916586
2.12092300000042,0.664707769086817
2.12825800000131,-0.0834634288330562
2.13507100000232,-0.0795952451298945
2.14164400000125,0.600238040700788
2.14732300000638,0.0203328338684514
2.15467200000584,0.715316505869851
2.16068400000036,-0.0683130426623393
2.16635700000078,0.727888102905126
2.17298800000548,1.45123845539638
2.17826700000465,0.317215933086118
2.18454399999976,0.342359127156669
2.19085100000352,0.127352582989261
2.19626900000125,-0.0741153182170819
2.20262100000679,0.0648169464548118
2.20846000000089,0.514815650589298
2.21407400000095,0.177316622488433
2.22073900000006,-0.0019092224247288
2.22600300000608,0.275955306919059
2.23171900000423,0.0200104852265213
2.23780400000513,0.0751321029965766
2.2433180000037,-0.0354334811854642
2.24909600000083,0.205683302978287
2.25608400000632,0.175704879278783
2.26179600000381,0.0512783034937456
2.26779200000316,0.00292600720422342
2.27401300000399,0.961590868304484
2.27975400000066,0.224379524210235
2.28644600000232,0.280468187906081
2.29272100000083,-0.100547906855354
2.29838300000131,0.0996305997832678
2.30483800000697,0.194723449152661
2.31048200000077,0.189565870881779
2.31634200000018,-0.0183490031631663
2.3227330000028,0.0290362472005654
2.32953299999982,-0.0747600155009422
2.33631600000709,0.118004472373286
2.34236000000685,0.181829503475456
2.34759300000221,0.0470877711486537
2.35403299999982,-0.0905550989555195
2.35988500000536,0.318827676295768
2.36590200000256,0.0951177187962458
2.37272200000286,0.108978710399242
2.37893600000441,-0.00835619526333176
2.38491700000316,-0.04800507822074
2.39190200000256,0.0113070718944073
2.39785500000417,-0.0683130426623393
2.40550300000608,0.095762416080106
2.41182100000232,0.00647184226545505
2.4178410000056,-0.0086785439052619
2.42421800000221,0.25661438840325
2.42963000000268,0.0271021553489845
2.43655000000447,-0.0847528234007768
2.44231000000238,0.134766601753654
2.44772400000691,-0.122789963148534
2.45420000000298,0.0828684704029001
2.45967500000447,0.228570056555327
2.46529600000381,0.167646163230529
2.47272900000215,0.0109847232524771
2.47846200000495,-0.100547906855354
2.48452400000393,-0.0592872806882951
2.49135400000215,0.166679117304739
2.49705400000513,0.317215933086118
2.50417900000513,0.136378344963305
2.51020700000227,-0.085075172042707
2.51706200000644,0.229859451123048
2.52392900000513,0.118004472373286
2.53023200000077,-0.0470380322949495
2.53740000000596,-0.0367228757531848
2.54375500000268,-0.0754047127848025
2.54909700000286,0.0396737523842603
2.55581300000101,0.10414348077029
2.56176200000197,-0.0586425834044348
2.5681060000062,-0.096035025868332
2.57427300000191,-0.0325323434080929
2.57998800000548,0.0577252763323486
2.58579100000113,0.00357070448808372
2.59226800000668,0.208262092113728
2.59795000000298,-0.0602543266140856
2.60537100000679,0.0483771657163743
2.61193700000644,-0.0876539611781482
2.61807600000501,-0.0921668421651702
2.62492900000513,0.341714429872809
2.63010300000012,0.049988908926025
2.63716600000113,-0.0721812263655011
2.64343400000036,0.155074566195253
2.6490210000053,-0.0302759029145818
2.6559280000031,0.0696521760837641
2.66189900000393,-0.101514952781145
2.66915400000662,-0.0521956105658319
2.67521500000358,0.012918815104058
2.68069100000709,-0.0512285646400414
2.68835900000483,0.047732468432514
2.69433900000155,0.0203328338684514
2.70166700000316,0.0290362472005654
2.70803400000185,0.185375338536687
2.71394000000507,0.109945756325033
2.72083700000495,0.185375338536687
2.72664200000465,-0.0251183246436995
2.73340900000185,-0.123434660432395
2.74006100000441,0.147015850147
2.74627300000191,-0.0206054436566774
2.75307700000703,0.0135635123879183
2.75914400000125,0.204393908410566
2.76504000000656,-0.0554190969851334
2.7711799999997,-0.0602543266140856
2.77739800000191,0.0538570926291868
2.78397300000489,-0.0989361636457033
2.79132600000501,0.0486995143583044
2.79852199999988,0.00937298004282638
2.80525300000608,-0.105705485126236
2.81234500000626,-0.120855871296953
2.81906300000101,-0.0628331157495268
2.82595500000566,0.173126090143342
2.83284500000626,0.0593370195419993
2.84143400000036,0.0880260486737825
2.84855400000513,-0.024151278717909
2.85626200000197,0.193111705943011
2.86349500000477,-0.115053595742211
2.87057600000501,0.106399921263801
2.87705700000375,-0.0541297024174128
2.88508100000024,-0.0186713518050965
2.8927860000059,0.0212998797942419
2.90007600000501,-0.110218366113259
2.90674000000209,-0.0431698485917877
2.91215300000459,-0.129559284629067
2.91863800000399,-0.0766941073525231
2.92442000000179,0.0648169464548118
2.9311400000006,-0.0837857774749864
2.93815500000119,0.156363960762974
